Continente y país de residencia;Continente y país de residencia;Continente y país de residencia;Continente y país de residencia;Provincia de destino;Concepto turístico;Periodo;Total
Total;;;;Rioja, La;Turistas;2025M12;15.653
Total;;;;Rioja, La;Turistas;2025M11;13.868
Total;;;;Rioja, La;Turistas;2025M10;18.672
Total;;;;Rioja, La;Turistas;2025M09;21.253
Total;;;;Rioja, La;Turistas;2025M08;22.941
Total;;;;Rioja, La;Turistas;2025M07;21.874
Total;;;;Rioja, La;Turistas;2025M06;18.512
Total;;;;Rioja, La;Turistas;2025M05;20.191
Total;;;;Rioja, La;Turistas;2025M04;16.507
Total;;;;Rioja, La;Turistas;2025M03;14.373
Total;;;;Rioja, La;Turistas;2025M02;11.715
Total;;;;Rioja, La;Turistas;2025M01;13.876
Total;;;;Rioja, La;Turistas;2024M12;11.897
Total;;;;Rioja, La;Turistas;2024M11;11.826
Total;;;;Rioja, La;Turistas;2024M10;18.476
Total;;;;Rioja, La;Turistas;2024M09;18.743
Total;;;;Rioja, La;Turistas;2024M08;18.009
Total;;;;Rioja, La;Turistas;2024M07;20.178
Total;;;;Rioja, La;Turistas;2024M06;16.815
Total;;;;Rioja, La;Turistas;2024M05;18.345
Total;;;;Rioja, La;Turistas;2024M04;16.138
Total;;;;Rioja, La;Turistas;2024M03;13.064
Total;;;;Rioja, La;Turistas;2024M02;10.079
Total;;;;Rioja, La;Turistas;2024M01;10.302
Total;;;;Rioja, La;Turistas;2023M12;12.597
Total;;;;Rioja, La;Turistas;2023M11;11.659
Total;;;;Rioja, La;Turistas;2023M10;17.264
Total;;;;Rioja, La;Turistas;2023M09;18.114
Total;;;;Rioja, La;Turistas;2023M08;19.242
Total;;;;Rioja, La;Turistas;2023M07;16.408
Total;;;;Rioja, La;Turistas;2023M06;14.713
Total;;;;Rioja, La;Turistas;2023M05;15.772
Total;;;;Rioja, La;Turistas;2023M04;12.917
Total;;;;Rioja, La;Turistas;2023M03;10.611
Total;;;;Rioja, La;Turistas;2023M02;8.808
Total;;;;Rioja, La;Turistas;2023M01;9.327
Total;;;;Rioja, La;Turistas;2022M12;9.297
Total;;;;Rioja, La;Turistas;2022M11;10.423
Total;;;;Rioja, La;Turistas;2022M10;13.352
Total;;;;Rioja, La;Turistas;2022M09;13.932
Total;;;;Rioja, La;Turistas;2022M08;14.348
Total;;;;Rioja, La;Turistas;2022M07;13.621
Total;;;;Rioja, La;Turistas;2022M06;12.691
Total;;;;Rioja, La;Turistas;2022M05;12.883
Total;;;;Rioja, La;Turistas;2022M04;10.932
Total;;;;Rioja, La;Turistas;2022M03;9.783
Total;;;;Rioja, La;Turistas;2022M02;7.586
Total;;;;Rioja, La;Turistas;2022M01;9.015
Total;;;;Rioja, La;Turistas;2021M12;8.854
Total;;;;Rioja, La;Turistas;2021M11;10.030
Total;;;;Rioja, La;Turistas;2021M10;11.485
Total;;;;Rioja, La;Turistas;2021M09;10.963
Total;;;;Rioja, La;Turistas;2021M08;12.600
Total;;;;Rioja, La;Turistas;2021M07;9.957
Total;;;;Rioja, La;Turistas;2021M06;8.807
Total;;;;Rioja, La;Turistas;2021M05;7.307
Total;;;;Rioja, La;Turistas;2021M04;6.394
Total;;;;Rioja, La;Turistas;2021M03;6.829
Total;;;;Rioja, La;Turistas;2021M02;5.455
Total;;;;Rioja, La;Turistas;2021M01;6.103
Total;;;;Rioja, La;Turistas;2020M12;7.999
Total;;;;Rioja, La;Turistas;2020M11;7.327
Total;;;;Rioja, La;Turistas;2020M10;8.998
Total;;;;Rioja, La;Turistas;2020M09;8.796
Total;;;;Rioja, La;Turistas;2020M08;11.146
Total;;;;Rioja, La;Turistas;2020M07;10.421
Total;;;;Rioja, La;Turistas;2020M06;6.560
Total;;;;Rioja, La;Turistas;2020M05;5.231
Total;;;;Rioja, La;Turistas;2020M04;4.671
Total;;;;Rioja, La;Turistas;2020M03;9.702
Total;;;;Rioja, La;Turistas;2020M02;10.743
Total;;;;Rioja, La;Turistas;2020M01;11.594
Total;;;;Rioja, La;Turistas;2019M12;11.003
Total;;;;Rioja, La;Turistas;2019M11;11.442
Total;;;;Rioja, La;Turistas;2019M10;14.904
Total;;;;Rioja, La;Turistas;2019M09;16.167
Total;;;;Rioja, La;Turistas;2019M08;16.586
Total;;;;Rioja, La;Turistas;2019M07;13.343
Total;;;;Salamanca;Turistas;2025M12;43.764
Total;;;;Salamanca;Turistas;2025M11;41.216
Total;;;;Salamanca;Turistas;2025M10;55.222
Total;;;;Salamanca;Turistas;2025M09;60.168
Total;;;;Salamanca;Turistas;2025M08;97.224
Total;;;;Salamanca;Turistas;2025M07;67.893
Total;;;;Salamanca;Turistas;2025M06;51.620
Total;;;;Salamanca;Turistas;2025M05;60.639
Total;;;;Salamanca;Turistas;2025M04;57.943
Total;;;;Salamanca;Turistas;2025M03;50.589
Total;;;;Salamanca;Turistas;2025M02;40.892
Total;;;;Salamanca;Turistas;2025M01;41.810
Total;;;;Salamanca;Turistas;2024M12;39.152
Total;;;;Salamanca;Turistas;2024M11;35.717
Total;;;;Salamanca;Turistas;2024M10;52.044
Total;;;;Salamanca;Turistas;2024M09;52.861
Total;;;;Salamanca;Turistas;2024M08;86.783
Total;;;;Salamanca;Turistas;2024M07;68.998
Total;;;;Salamanca;Turistas;2024M06;52.810
Total;;;;Salamanca;Turistas;2024M05;55.606
Total;;;;Salamanca;Turistas;2024M04;52.624
Total;;;;Salamanca;Turistas;2024M03;44.463
Total;;;;Salamanca;Turistas;2024M02;36.778
Total;;;;Salamanca;Turistas;2024M01;34.653
Total;;;;Salamanca;Turistas;2023M12;45.458
Total;;;;Salamanca;Turistas;2023M11;37.140
Total;;;;Salamanca;Turistas;2023M10;55.797
Total;;;;Salamanca;Turistas;2023M09;55.908
Total;;;;Salamanca;Turistas;2023M08;110.019
Total;;;;Salamanca;Turistas;2023M07;63.629
Total;;;;Salamanca;Turistas;2023M06;45.475
Total;;;;Salamanca;Turistas;2023M05;44.447
Total;;;;Salamanca;Turistas;2023M04;47.486
Total;;;;Salamanca;Turistas;2023M03;36.008
Total;;;;Salamanca;Turistas;2023M02;31.723
Total;;;;Salamanca;Turistas;2023M01;26.738
Total;;;;Salamanca;Turistas;2022M12;29.516
Total;;;;Salamanca;Turistas;2022M11;28.094
Total;;;;Salamanca;Turistas;2022M10;37.421
Total;;;;Salamanca;Turistas;2022M09;41.102
Total;;;;Salamanca;Turistas;2022M08;62.786
Total;;;;Salamanca;Turistas;2022M07;52.866
Total;;;;Salamanca;Turistas;2022M06;37.102
Total;;;;Salamanca;Turistas;2022M05;40.992
Total;;;;Salamanca;Turistas;2022M04;38.933
Total;;;;Salamanca;Turistas;2022M03;28.961
Total;;;;Salamanca;Turistas;2022M02;21.604
Total;;;;Salamanca;Turistas;2022M01;23.616
Total;;;;Salamanca;Turistas;2021M12;27.209
Total;;;;Salamanca;Turistas;2021M11;29.141
Total;;;;Salamanca;Turistas;2021M10;33.931
Total;;;;Salamanca;Turistas;2021M09;32.969
Total;;;;Salamanca;Turistas;2021M08;56.655
Total;;;;Salamanca;Turistas;2021M07;33.394
Total;;;;Salamanca;Turistas;2021M06;26.513
Total;;;;Salamanca;Turistas;2021M05;23.665
Total;;;;Salamanca;Turistas;2021M04;19.988
Total;;;;Salamanca;Turistas;2021M03;19.540
Total;;;;Salamanca;Turistas;2021M02;16.625
Total;;;;Salamanca;Turistas;2021M01;18.551
Total;;;;Salamanca;Turistas;2020M12;25.436
Total;;;;Salamanca;Turistas;2020M11;21.134
Total;;;;Salamanca;Turistas;2020M10;27.466
Total;;;;Salamanca;Turistas;2020M09;29.791
Total;;;;Salamanca;Turistas;2020M08;49.181
Total;;;;Salamanca;Turistas;2020M07;31.667
Total;;;;Salamanca;Turistas;2020M06;18.878
Total;;;;Salamanca;Turistas;2020M05;16.790
Total;;;;Salamanca;Turistas;2020M04;13.909
Total;;;;Salamanca;Turistas;2020M03;30.959
Total;;;;Salamanca;Turistas;2020M02;35.653
Total;;;;Salamanca;Turistas;2020M01;36.107
Total;;;;Salamanca;Turistas;2019M12;37.277
Total;;;;Salamanca;Turistas;2019M11;38.525
Total;;;;Salamanca;Turistas;2019M10;43.700
Total;;;;Salamanca;Turistas;2019M09;46.721
Total;;;;Salamanca;Turistas;2019M08;92.853
Total;;;;Salamanca;Turistas;2019M07;50.802
Total;;;;Santa Cruz de Tenerife;Turistas;2025M12;569.210
Total;;;;Santa Cruz de Tenerife;Turistas;2025M11;508.148
Total;;;;Santa Cruz de Tenerife;Turistas;2025M10;528.796
Total;;;;Santa Cruz de Tenerife;Turistas;2025M09;460.236
Total;;;;Santa Cruz de Tenerife;Turistas;2025M08;498.771
Total;;;;Santa Cruz de Tenerife;Turistas;2025M07;479.720
Total;;;;Santa Cruz de Tenerife;Turistas;2025M06;446.907
Total;;;;Santa Cruz de Tenerife;Turistas;2025M05;457.613
Total;;;;Santa Cruz de Tenerife;Turistas;2025M04;544.226
Total;;;;Santa Cruz de Tenerife;Turistas;2025M03;632.456
Total;;;;Santa Cruz de Tenerife;Turistas;2025M02;577.376
Total;;;;Santa Cruz de Tenerife;Turistas;2025M01;561.528
Total;;;;Santa Cruz de Tenerife;Turistas;2024M12;574.500
Total;;;;Santa Cruz de Tenerife;Turistas;2024M11;577.413
Total;;;;Santa Cruz de Tenerife;Turistas;2024M10;533.028
Total;;;;Santa Cruz de Tenerife;Turistas;2024M09;449.718
Total;;;;Santa Cruz de Tenerife;Turistas;2024M08;473.317
Total;;;;Santa Cruz de Tenerife;Turistas;2024M07;479.872
Total;;;;Santa Cruz de Tenerife;Turistas;2024M06;437.468
Total;;;;Santa Cruz de Tenerife;Turistas;2024M05;439.446
Total;;;;Santa Cruz de Tenerife;Turistas;2024M04;498.986
Total;;;;Santa Cruz de Tenerife;Turistas;2024M03;612.326
Total;;;;Santa Cruz de Tenerife;Turistas;2024M02;543.571
Total;;;;Santa Cruz de Tenerife;Turistas;2024M01;555.062
Total;;;;Santa Cruz de Tenerife;Turistas;2023M12;577.267
Total;;;;Santa Cruz de Tenerife;Turistas;2023M11;514.420
Total;;;;Santa Cruz de Tenerife;Turistas;2023M10;492.786
Total;;;;Santa Cruz de Tenerife;Turistas;2023M09;403.149
Total;;;;Santa Cruz de Tenerife;Turistas;2023M08;431.304
Total;;;;Santa Cruz de Tenerife;Turistas;2023M07;428.271
Total;;;;Santa Cruz de Tenerife;Turistas;2023M06;386.069
Total;;;;Santa Cruz de Tenerife;Turistas;2023M05;389.677
Total;;;;Santa Cruz de Tenerife;Turistas;2023M04;474.390
Total;;;;Santa Cruz de Tenerife;Turistas;2023M03;521.049
Total;;;;Santa Cruz de Tenerife;Turistas;2023M02;484.856
Total;;;;Santa Cruz de Tenerife;Turistas;2023M01;474.240
Total;;;;Santa Cruz de Tenerife;Turistas;2022M12;511.811
Total;;;;Santa Cruz de Tenerife;Turistas;2022M11;453.937
Total;;;;Santa Cruz de Tenerife;Turistas;2022M10;445.641
Total;;;;Santa Cruz de Tenerife;Turistas;2022M09;379.381
Total;;;;Santa Cruz de Tenerife;Turistas;2022M08;402.039
Total;;;;Santa Cruz de Tenerife;Turistas;2022M07;415.486
Total;;;;Santa Cruz de Tenerife;Turistas;2022M06;364.507
Total;;;;Santa Cruz de Tenerife;Turistas;2022M05;361.499
Total;;;;Santa Cruz de Tenerife;Turistas;2022M04;453.482
Total;;;;Santa Cruz de Tenerife;Turistas;2022M03;463.100
Total;;;;Santa Cruz de Tenerife;Turistas;2022M02;406.568
Total;;;;Santa Cruz de Tenerife;Turistas;2022M01;303.032
Total;;;;Santa Cruz de Tenerife;Turistas;2021M12;293.192
Total;;;;Santa Cruz de Tenerife;Turistas;2021M11;348.824
Total;;;;Santa Cruz de Tenerife;Turistas;2021M10;317.560
Total;;;;Santa Cruz de Tenerife;Turistas;2021M09;213.244
Total;;;;Santa Cruz de Tenerife;Turistas;2021M08;197.474
Total;;;;Santa Cruz de Tenerife;Turistas;2021M07;126.861
Total;;;;Santa Cruz de Tenerife;Turistas;2021M06;76.244
Total;;;;Santa Cruz de Tenerife;Turistas;2021M05;71.332
Total;;;;Santa Cruz de Tenerife;Turistas;2021M04;68.393
Total;;;;Santa Cruz de Tenerife;Turistas;2021M03;61.036
Total;;;;Santa Cruz de Tenerife;Turistas;2021M02;50.592
Total;;;;Santa Cruz de Tenerife;Turistas;2021M01;61.705
Total;;;;Santa Cruz de Tenerife;Turistas;2020M12;89.735
Total;;;;Santa Cruz de Tenerife;Turistas;2020M11;74.620
Total;;;;Santa Cruz de Tenerife;Turistas;2020M10;52.179
Total;;;;Santa Cruz de Tenerife;Turistas;2020M09;60.028
Total;;;;Santa Cruz de Tenerife;Turistas;2020M08;94.021
Total;;;;Santa Cruz de Tenerife;Turistas;2020M07;65.107
Total;;;;Santa Cruz de Tenerife;Turistas;2020M06;18.988
Total;;;;Santa Cruz de Tenerife;Turistas;2020M05;19.089
Total;;;;Santa Cruz de Tenerife;Turistas;2020M04;20.857
Total;;;;Santa Cruz de Tenerife;Turistas;2020M03;255.100
Total;;;;Santa Cruz de Tenerife;Turistas;2020M02;438.573
Total;;;;Santa Cruz de Tenerife;Turistas;2020M01;437.974
Total;;;;Santa Cruz de Tenerife;Turistas;2019M12;421.533
Total;;;;Santa Cruz de Tenerife;Turistas;2019M11;429.271
Total;;;;Santa Cruz de Tenerife;Turistas;2019M10;398.473
Total;;;;Santa Cruz de Tenerife;Turistas;2019M09;353.798
Total;;;;Santa Cruz de Tenerife;Turistas;2019M08;385.801
Total;;;;Santa Cruz de Tenerife;Turistas;2019M07;361.389
Total;;;;Segovia;Turistas;2025M12;11.032
Total;;;;Segovia;Turistas;2025M11;10.412
Total;;;;Segovia;Turistas;2025M10;15.804
Total;;;;Segovia;Turistas;2025M09;16.141
Total;;;;Segovia;Turistas;2025M08;18.175
Total;;;;Segovia;Turistas;2025M07;16.288
Total;;;;Segovia;Turistas;2025M06;13.205
Total;;;;Segovia;Turistas;2025M05;14.768
Total;;;;Segovia;Turistas;2025M04;14.561
Total;;;;Segovia;Turistas;2025M03;14.741
Total;;;;Segovia;Turistas;2025M02;9.693
Total;;;;Segovia;Turistas;2025M01;10.703
Total;;;;Segovia;Turistas;2024M12;9.582
Total;;;;Segovia;Turistas;2024M11;10.575
Total;;;;Segovia;Turistas;2024M10;14.964
Total;;;;Segovia;Turistas;2024M09;13.934
Total;;;;Segovia;Turistas;2024M08;15.065
Total;;;;Segovia;Turistas;2024M07;18.691
Total;;;;Segovia;Turistas;2024M06;13.536
Total;;;;Segovia;Turistas;2024M05;13.792
Total;;;;Segovia;Turistas;2024M04;12.724
Total;;;;Segovia;Turistas;2024M03;12.283
Total;;;;Segovia;Turistas;2024M02;9.637
Total;;;;Segovia;Turistas;2024M01;8.713
Total;;;;Segovia;Turistas;2023M12;11.814
Total;;;;Segovia;Turistas;2023M11;10.444
Total;;;;Segovia;Turistas;2023M10;15.329
Total;;;;Segovia;Turistas;2023M09;15.173
Total;;;;Segovia;Turistas;2023M08;18.036
Total;;;;Segovia;Turistas;2023M07;14.424
Total;;;;Segovia;Turistas;2023M06;11.298
Total;;;;Segovia;Turistas;2023M05;11.826
Total;;;;Segovia;Turistas;2023M04;11.313
Total;;;;Segovia;Turistas;2023M03;9.023
Total;;;;Segovia;Turistas;2023M02;6.745
Total;;;;Segovia;Turistas;2023M01;7.068
Total;;;;Segovia;Turistas;2022M12;7.415
Total;;;;Segovia;Turistas;2022M11;7.973
Total;;;;Segovia;Turistas;2022M10;10.603
Total;;;;Segovia;Turistas;2022M09;10.680
Total;;;;Segovia;Turistas;2022M08;11.680
Total;;;;Segovia;Turistas;2022M07;11.643
Total;;;;Segovia;Turistas;2022M06;9.022
Total;;;;Segovia;Turistas;2022M05;9.451
Total;;;;Segovia;Turistas;2022M04;8.412
Total;;;;Segovia;Turistas;2022M03;7.398
Total;;;;Segovia;Turistas;2022M02;5.784
Total;;;;Segovia;Turistas;2022M01;6.462
Total;;;;Segovia;Turistas;2021M12;6.359
Total;;;;Segovia;Turistas;2021M11;6.937
Total;;;;Segovia;Turistas;2021M10;9.286
Total;;;;Segovia;Turistas;2021M09;8.684
Total;;;;Segovia;Turistas;2021M08;10.025
Total;;;;Segovia;Turistas;2021M07;7.697
Total;;;;Segovia;Turistas;2021M06;6.523
Total;;;;Segovia;Turistas;2021M05;4.704
Total;;;;Segovia;Turistas;2021M04;4.006
Total;;;;Segovia;Turistas;2021M03;4.572
Total;;;;Segovia;Turistas;2021M02;4.098
Total;;;;Segovia;Turistas;2021M01;4.494
Total;;;;Segovia;Turistas;2020M12;5.603
Total;;;;Segovia;Turistas;2020M11;4.848
Total;;;;Segovia;Turistas;2020M10;6.600
Total;;;;Segovia;Turistas;2020M09;7.081
Total;;;;Segovia;Turistas;2020M08;9.435
Total;;;;Segovia;Turistas;2020M07;7.858
Total;;;;Segovia;Turistas;2020M06;4.426
Total;;;;Segovia;Turistas;2020M05;3.178
Total;;;;Segovia;Turistas;2020M04;2.908
Total;;;;Segovia;Turistas;2020M03;7.478
Total;;;;Segovia;Turistas;2020M02;7.607
Total;;;;Segovia;Turistas;2020M01;9.162
Total;;;;Segovia;Turistas;2019M12;9.296
Total;;;;Segovia;Turistas;2019M11;9.319
Total;;;;Segovia;Turistas;2019M10;11.623
Total;;;;Segovia;Turistas;2019M09;13.474
Total;;;;Segovia;Turistas;2019M08;14.545
Total;;;;Segovia;Turistas;2019M07;11.866
Total;;;;Sevilla;Turistas;2025M12;147.495
Total;;;;Sevilla;Turistas;2025M11;181.514
Total;;;;Sevilla;Turistas;2025M10;199.497
Total;;;;Sevilla;Turistas;2025M09;159.730
Total;;;;Sevilla;Turistas;2025M08;154.016
Total;;;;Sevilla;Turistas;2025M07;146.158
Total;;;;Sevilla;Turistas;2025M06;166.671
Total;;;;Sevilla;Turistas;2025M05;202.895
Total;;;;Sevilla;Turistas;2025M04;194.194
Total;;;;Sevilla;Turistas;2025M03;184.895
Total;;;;Sevilla;Turistas;2025M02;144.116
Total;;;;Sevilla;Turistas;2025M01;135.976
Total;;;;Sevilla;Turistas;2024M12;116.708
Total;;;;Sevilla;Turistas;2024M11;152.800
Total;;;;Sevilla;Turistas;2024M10;187.310
Total;;;;Sevilla;Turistas;2024M09;157.630
Total;;;;Sevilla;Turistas;2024M08;141.572
Total;;;;Sevilla;Turistas;2024M07;137.088
Total;;;;Sevilla;Turistas;2024M06;159.452
Total;;;;Sevilla;Turistas;2024M05;186.527
Total;;;;Sevilla;Turistas;2024M04;180.297
Total;;;;Sevilla;Turistas;2024M03;160.720
Total;;;;Sevilla;Turistas;2024M02;133.865
Total;;;;Sevilla;Turistas;2024M01;122.596
Total;;;;Sevilla;Turistas;2023M12;114.629
Total;;;;Sevilla;Turistas;2023M11;123.491
Total;;;;Sevilla;Turistas;2023M10;170.437
Total;;;;Sevilla;Turistas;2023M09;140.882
Total;;;;Sevilla;Turistas;2023M08;132.248
Total;;;;Sevilla;Turistas;2023M07;119.399
Total;;;;Sevilla;Turistas;2023M06;124.422
Total;;;;Sevilla;Turistas;2023M05;145.670
Total;;;;Sevilla;Turistas;2023M04;143.982
Total;;;;Sevilla;Turistas;2023M03;126.696
Total;;;;Sevilla;Turistas;2023M02;94.779
Total;;;;Sevilla;Turistas;2023M01;94.456
Total;;;;Sevilla;Turistas;2022M12;83.146
Total;;;;Sevilla;Turistas;2022M11;105.071
Total;;;;Sevilla;Turistas;2022M10;125.374
Total;;;;Sevilla;Turistas;2022M09;105.287
Total;;;;Sevilla;Turistas;2022M08;104.627
Total;;;;Sevilla;Turistas;2022M07;90.569
Total;;;;Sevilla;Turistas;2022M06;106.271
Total;;;;Sevilla;Turistas;2022M05;154.889
Total;;;;Sevilla;Turistas;2022M04;113.174
Total;;;;Sevilla;Turistas;2022M03;98.777
Total;;;;Sevilla;Turistas;2022M02;67.486
Total;;;;Sevilla;Turistas;2022M01;58.343
Total;;;;Sevilla;Turistas;2021M12;58.258
Total;;;;Sevilla;Turistas;2021M11;81.444
Total;;;;Sevilla;Turistas;2021M10;79.391
Total;;;;Sevilla;Turistas;2021M09;67.647
Total;;;;Sevilla;Turistas;2021M08;61.336
Total;;;;Sevilla;Turistas;2021M07;52.641
Total;;;;Sevilla;Turistas;2021M06;49.511
Total;;;;Sevilla;Turistas;2021M05;34.793
Total;;;;Sevilla;Turistas;2021M04;25.754
Total;;;;Sevilla;Turistas;2021M03;24.317
Total;;;;Sevilla;Turistas;2021M02;20.416
Total;;;;Sevilla;Turistas;2021M01;23.079
Total;;;;Sevilla;Turistas;2020M12;29.598
Total;;;;Sevilla;Turistas;2020M11;25.127
Total;;;;Sevilla;Turistas;2020M10;35.908
Total;;;;Sevilla;Turistas;2020M09;31.450
Total;;;;Sevilla;Turistas;2020M08;38.642
Total;;;;Sevilla;Turistas;2020M07;34.898
Total;;;;Sevilla;Turistas;2020M06;21.709
Total;;;;Sevilla;Turistas;2020M05;18.320
Total;;;;Sevilla;Turistas;2020M04;15.085
Total;;;;Sevilla;Turistas;2020M03;68.231
Total;;;;Sevilla;Turistas;2020M02;100.065
Total;;;;Sevilla;Turistas;2020M01;106.792
Total;;;;Sevilla;Turistas;2019M12;86.825
Total;;;;Sevilla;Turistas;2019M11;114.174
Total;;;;Sevilla;Turistas;2019M10;139.612
Total;;;;Sevilla;Turistas;2019M09;123.548
Total;;;;Sevilla;Turistas;2019M08;118.454
Total;;;;Sevilla;Turistas;2019M07;104.020
Total;;;;Soria;Turistas;2025M12;9.651
Total;;;;Soria;Turistas;2025M11;8.674
Total;;;;Soria;Turistas;2025M10;10.606
Total;;;;Soria;Turistas;2025M09;11.934
Total;;;;Soria;Turistas;2025M08;14.442
Total;;;;Soria;Turistas;2025M07;13.434
Total;;;;Soria;Turistas;2025M06;10.347
Total;;;;Soria;Turistas;2025M05;10.547
Total;;;;Soria;Turistas;2025M04;9.832
Total;;;;Soria;Turistas;2025M03;9.397
Total;;;;Soria;Turistas;2025M02;7.724
Total;;;;Soria;Turistas;2025M01;7.575
Total;;;;Soria;Turistas;2024M12;7.533
Total;;;;Soria;Turistas;2024M11;7.752
Total;;;;Soria;Turistas;2024M10;11.010
Total;;;;Soria;Turistas;2024M09;10.893
Total;;;;Soria;Turistas;2024M08;11.339
Total;;;;Soria;Turistas;2024M07;14.147
Total;;;;Soria;Turistas;2024M06;10.708
Total;;;;Soria;Turistas;2024M05;10.626
Total;;;;Soria;Turistas;2024M04;10.334
Total;;;;Soria;Turistas;2024M03;9.756
Total;;;;Soria;Turistas;2024M02;8.279
Total;;;;Soria;Turistas;2024M01;6.974
Total;;;;Soria;Turistas;2023M12;10.322
Total;;;;Soria;Turistas;2023M11;9.148
Total;;;;Soria;Turistas;2023M10;12.285
Total;;;;Soria;Turistas;2023M09;11.077
Total;;;;Soria;Turistas;2023M08;13.358
Total;;;;Soria;Turistas;2023M07;11.069
Total;;;;Soria;Turistas;2023M06;9.669
Total;;;;Soria;Turistas;2023M05;9.556
Total;;;;Soria;Turistas;2023M04;9.280
Total;;;;Soria;Turistas;2023M03;7.261
Total;;;;Soria;Turistas;2023M02;5.965
Total;;;;Soria;Turistas;2023M01;5.466
Total;;;;Soria;Turistas;2022M12;6.403
Total;;;;Soria;Turistas;2022M11;7.180
Total;;;;Soria;Turistas;2022M10;7.960
Total;;;;Soria;Turistas;2022M09;8.666
Total;;;;Soria;Turistas;2022M08;9.240
Total;;;;Soria;Turistas;2022M07;10.605
Total;;;;Soria;Turistas;2022M06;8.275
Total;;;;Soria;Turistas;2022M05;8.244
Total;;;;Soria;Turistas;2022M04;7.727
Total;;;;Soria;Turistas;2022M03;8.098
Total;;;;Soria;Turistas;2022M02;6.020
Total;;;;Soria;Turistas;2022M01;6.144
Total;;;;Soria;Turistas;2021M12;6.947
Total;;;;Soria;Turistas;2021M11;7.531
Total;;;;Soria;Turistas;2021M10;8.331
Total;;;;Soria;Turistas;2021M09;8.857
Total;;;;Soria;Turistas;2021M08;10.206
Total;;;;Soria;Turistas;2021M07;8.371
Total;;;;Soria;Turistas;2021M06;7.937
Total;;;;Soria;Turistas;2021M05;6.934
Total;;;;Soria;Turistas;2021M04;6.123
Total;;;;Soria;Turistas;2021M03;6.527
Total;;;;Soria;Turistas;2021M02;5.514
Total;;;;Soria;Turistas;2021M01;5.024
Total;;;;Soria;Turistas;2020M12;6.193
Total;;;;Soria;Turistas;2020M11;5.642
Total;;;;Soria;Turistas;2020M10;7.068
Total;;;;Soria;Turistas;2020M09;7.069
Total;;;;Soria;Turistas;2020M08;8.348
Total;;;;Soria;Turistas;2020M07;7.463
Total;;;;Soria;Turistas;2020M06;5.112
Total;;;;Soria;Turistas;2020M05;4.146
Total;;;;Soria;Turistas;2020M04;3.416
Total;;;;Soria;Turistas;2020M03;7.043
Total;;;;Soria;Turistas;2020M02;6.554
Total;;;;Soria;Turistas;2020M01;7.292
Total;;;;Soria;Turistas;2019M12;7.697
Total;;;;Soria;Turistas;2019M11;7.657
Total;;;;Soria;Turistas;2019M10;7.926
Total;;;;Soria;Turistas;2019M09;8.026
Total;;;;Soria;Turistas;2019M08;10.030
Total;;;;Soria;Turistas;2019M07;7.869
Total;;;;Tarragona;Turistas;2025M12;81.066
Total;;;;Tarragona;Turistas;2025M11;94.477
Total;;;;Tarragona;Turistas;2025M10;221.750
Total;;;;Tarragona;Turistas;2025M09;235.477
Total;;;;Tarragona;Turistas;2025M08;363.017
Total;;;;Tarragona;Turistas;2025M07;312.873
Total;;;;Tarragona;Turistas;2025M06;226.599
Total;;;;Tarragona;Turistas;2025M05;209.997
Total;;;;Tarragona;Turistas;2025M04;165.357
Total;;;;Tarragona;Turistas;2025M03;81.944
Total;;;;Tarragona;Turistas;2025M02;64.722
Total;;;;Tarragona;Turistas;2025M01;74.606
Total;;;;Tarragona;Turistas;2024M12;73.940
Total;;;;Tarragona;Turistas;2024M11;87.016
Total;;;;Tarragona;Turistas;2024M10;211.444
Total;;;;Tarragona;Turistas;2024M09;242.339
Total;;;;Tarragona;Turistas;2024M08;384.935
Total;;;;Tarragona;Turistas;2024M07;308.266
Total;;;;Tarragona;Turistas;2024M06;209.314
Total;;;;Tarragona;Turistas;2024M05;212.347
Total;;;;Tarragona;Turistas;2024M04;162.668
Total;;;;Tarragona;Turistas;2024M03;80.636
Total;;;;Tarragona;Turistas;2024M02;65.126
Total;;;;Tarragona;Turistas;2024M01;63.529
Total;;;;Tarragona;Turistas;2023M12;64.330
Total;;;;Tarragona;Turistas;2023M11;78.160
Total;;;;Tarragona;Turistas;2023M10;187.256
Total;;;;Tarragona;Turistas;2023M09;226.400
Total;;;;Tarragona;Turistas;2023M08;324.812
Total;;;;Tarragona;Turistas;2023M07;276.744
Total;;;;Tarragona;Turistas;2023M06;175.295
Total;;;;Tarragona;Turistas;2023M05;176.311
Total;;;;Tarragona;Turistas;2023M04;127.189
Total;;;;Tarragona;Turistas;2023M03;58.806
Total;;;;Tarragona;Turistas;2023M02;50.078
Total;;;;Tarragona;Turistas;2023M01;53.651
Total;;;;Tarragona;Turistas;2022M12;48.458
Total;;;;Tarragona;Turistas;2022M11;70.197
Total;;;;Tarragona;Turistas;2022M10;148.591
Total;;;;Tarragona;Turistas;2022M09;178.542
Total;;;;Tarragona;Turistas;2022M08;288.191
Total;;;;Tarragona;Turistas;2022M07;241.684
Total;;;;Tarragona;Turistas;2022M06;158.429
Total;;;;Tarragona;Turistas;2022M05;144.737
Total;;;;Tarragona;Turistas;2022M04;109.202
Total;;;;Tarragona;Turistas;2022M03;52.229
Total;;;;Tarragona;Turistas;2022M02;43.086
Total;;;;Tarragona;Turistas;2022M01;47.737
Total;;;;Tarragona;Turistas;2021M12;48.779
Total;;;;Tarragona;Turistas;2021M11;67.280
